compound,base_compound,isotope_info,neutral_formula,ion_formula,mass_type,calculated_mz,atomic_base_mass,atomic_mz,rdkit_base_mass,rdkit_mz,atomic_difference,rdkit_difference,method_difference
Selenium dioxide [M+H]+,Selenium dioxide,80Se,SeO2,HO2Se,protonated,112.9141755391,111.90635053912,112.91417553912,111.906352,112.914177,1.999467258428922e-11,1.4608999947540724e-06,1.4608800000814881e-06
Selenium dioxide [M+NH4]+,Selenium dioxide,80Se,SeO2,H4NO2Se,ammoniated,129.9401735391,111.90635053912,129.94017353912,111.906352,129.940175,2.000888343900442e-11,1.4609000231757818e-06,1.4608800142923428e-06
Selenium dioxide [M+Na]+,Selenium dioxide,80Se,SeO2,NaO2Se,sodiated,134.8961195391,111.90635053912,134.89611953912,111.906352,134.896121,2.000888343900442e-11,1.4608999947540724e-06,1.4608799858706334e-06
Selenium dioxide [M+K]+,Selenium dioxide,80Se,SeO2,KO2Se,potassiated,150.8700575391,111.90635053912,150.87005753912,111.906352,150.870059,2.000888343900442e-11,1.4608999947540724e-06,1.4608799858706334e-06
Selenium dioxide [2M+H]+,Selenium dioxide,80Se,O4Se2,HO4Se2,dimer_protonated,223.8127010782,223.81270107824,224.82052607824,223.812704,224.820529,1.0078250000399862,1.0078279217999864,2.9217600001629762e-06
PBG fragment 1 [M+H]+,PBG fragment 1,,C7H7NO,C7H8NO,protonated,122.0605888488,121.05276384884999,122.06058884884999,121.05276400000001,122.06058900000001,4.999378688808065e-11,1.512000125103441e-07,1.5115001872345601e-07
PBG fragment 1 [M+NH4]+,PBG fragment 1,,C7H7NO,C7H11N2O,ammoniated,139.0865868489,121.05276384884999,139.08658684885,121.05276400000001,139.086587,4.999378688808065e-11,1.5110001072571322e-07,1.511500045126013e-07
PBG fragment 1 [M+Na]+,PBG fragment 1,,C7H7NO,C7H7NNaO,sodiated,144.0425328488,121.05276384884999,144.04253284885,121.05276400000001,144.04253300000002,4.999378688808065e-11,1.512000267211988e-07,1.5115003293431073e-07
PBG fragment 1 [M+K]+,PBG fragment 1,,C7H7NO,C7H7KNO,potassiated,160.0164708488,121.05276384884999,160.01647084885,121.05276400000001,160.01647100000002,4.999378688808065e-11,1.512000267211988e-07,1.5115003293431073e-07
PBG fragment 1 [2M+H]+,PBG fragment 1,,C14H14N2O2,C14H15N2O2,dimer_protonated,242.1055276977,242.10552769769998,243.11335269769998,242.10552800000002,243.11335300000002,1.0078249999999684,1.0078253023000059,3.0230003744691203e-07
PBG fragment 2 [M+H]+,PBG fragment 2,,C7H8O2,C7H9O2,protonated,125.0602544957,124.05242949568,125.06025449568,124.05243,125.060255,1.999467258428922e-11,5.043000044224755e-07,5.043199990950598e-07
PBG fragment 2 [M+NH4]+,PBG fragment 2,,C7H8O2,C7H12NO2,ammoniated,142.0862524957,124.05242949568,142.08625249568001,124.05243,142.086253,1.9980461729574017e-11,5.043000044224755e-07,5.04319984884205e-07
PBG fragment 2 [M+Na]+,PBG fragment 2,,C7H8O2,C7H8NaO2,sodiated,147.0421984957,124.05242949568,147.04219849568,124.05243,147.042199,2.000888343900442e-11,5.043000044224755e-07,5.043200133059145e-07
PBG fragment 2 [M+K]+,PBG fragment 2,,C7H8O2,C7H8KO2,potassiated,163.0161364957,124.05242949568,163.01613649568,124.05243,163.01613700000001,2.000888343900442e-11,5.043000044224755e-07,5.043200133059145e-07
PBG fragment 2 [2M+H]+,PBG fragment 2,,C14H16O4,C14H17O4,dimer_protonated,248.1048589914,248.10485899136,249.11268399136,248.10486,249.112685,1.0078249999600075,1.0078260086000057,1.0086399981901195e-06
Quinoline [M+H]+,Quinoline,,C9H7N,C9H8N,protonated,130.0656742293,129.05784922929,130.06567422929,129.057849,130.065674,9.976020010071807e-12,2.2929998522158712e-07,2.2929000920157705e-07
Quinoline [M+NH4]+,Quinoline,,C9H7N,C9H11N2,ammoniated,147.0916722293,129.05784922929,147.09167222929003,129.057849,147.09167200000002,9.976020010071807e-12,2.2929998522158712e-07,2.2929000920157705e-07
Quinoline [M+Na]+,Quinoline,,C9H7N,C9H7NNa,sodiated,152.0476182293,129.05784922929,152.04761822929,129.057849,152.047618,1.000444171950221e-11,2.2930001364329655e-07,2.2929000920157705e-07
Quinoline [M+K]+,Quinoline,,C9H7N,C9H7KN,potassiated,168.0215562293,129.05784922929,168.02155622929,129.057849,168.021556,9.976020010071807e-12,2.2929998522158712e-07,2.2929000920157705e-07
Quinoline [2M+H]+,Quinoline,,C18H14N2,C18H15N2,dimer_protonated,258.1156984586,258.11569845858,259.12352345858005,258.115698,259.12352300000003,1.0078249999800732,1.0078245414000548,4.585800184031541e-07
Selenic acid [M+H]+,Selenic acid,80Se,H2SeO4,H3O4Se,protonated,146.9196548424,145.91182984238,146.91965484238,145.911832,146.919657,2.000888343900442e-11,2.157599993779513e-06,2.157620002662952e-06
Selenic acid [M+NH4]+,Selenic acid,80Se,H2SeO4,H6NO4Se,ammoniated,163.9456528424,145.91182984238,163.94565284238,145.911832,163.94565500000002,1.9980461729574017e-11,2.1576000222012226e-06,2.157620002662952e-06
Selenic acid [M+Na]+,Selenic acid,80Se,H2SeO4,H2NaO4Se,sodiated,168.9015988424,145.91182984238,168.90159884238,145.911832,168.901601,2.000888343900442e-11,2.157599993779513e-06,2.157620002662952e-06
Selenic acid [M+K]+,Selenic acid,80Se,H2SeO4,H2KO4Se,potassiated,184.8755368424,145.91182984238,184.87553684238,145.911832,184.875539,2.000888343900442e-11,2.157599993779513e-06,2.157620002662952e-06
Selenic acid [2M+H]+,Selenic acid,80Se,H4O8Se2,H5O8Se2,dimer_protonated,291.8236596848,291.82365968476,292.83148468476,291.823664,292.83148900000003,1.0078249999600075,1.0078293152000128,4.315240005325904e-06
Coumarin [M+H]+,Coumarin,,C9H6O2,C9H7O2,protonated,147.0446044315,146.03677943154,147.04460443154,146.03678,147.044605,3.998934516857844e-11,5.684999848654115e-07,5.68459995520243e-07
Coumarin [M+NH4]+,Coumarin,,C9H6O2,C9H10NO2,ammoniated,164.0706024315,146.03677943154,164.07060243154,146.03678,164.070603,4.001776687800884e-11,5.68500013287121e-07,5.68459995520243e-07
Coumarin [M+Na]+,Coumarin,,C9H6O2,C9H6NaO2,sodiated,169.0265484315,146.03677943154,169.02654843154,146.03678,169.026549,3.998934516857844e-11,5.684999848654115e-07,5.68459995520243e-07
Coumarin [M+K]+,Coumarin,,C9H6O2,C9H6KO2,potassiated,185.0004864315,146.03677943154,185.00048643154,146.03678,185.000487,3.998934516857844e-11,5.684999848654115e-07,5.68459995520243e-07
Coumarin [2M+H]+,Coumarin,,C18H12O4,C18H13O4,dimer_protonated,292.0735588631,292.07355886308,293.08138386308,292.07356,293.081385,1.0078249999800164,1.0078261369000074,1.136919991040486e-06
Lead stearate [M+H]+,Lead stearate,,C6H15NO3,C6H16NO3,protonated,150.1130183445,149.10519334453,150.11301834453,149.10519399999998,150.11301899999998,2.998490344907623e-11,6.554999743002554e-07,6.554699893968063e-07
Lead stearate [M+NH4]+,Lead stearate,,C6H15NO3,C6H19N2O3,ammoniated,167.1390163445,149.10519334453,167.13901634453,149.10519399999998,167.139017,3.001332515850663e-11,6.555000027219648e-07,6.554699893968063e-07
Lead stearate [M+Na]+,Lead stearate,,C6H15NO3,C6H15NNaO3,sodiated,172.0949623445,149.10519334453,172.09496234453,149.10519399999998,172.09496299999998,2.998490344907623e-11,6.554999743002554e-07,6.554699893968063e-07
Lead stearate [M+K]+,Lead stearate,,C6H15NO3,C6H15KNO3,potassiated,188.0689003445,149.10519334453,188.06890034453,149.10519399999998,188.06890099999998,2.998490344907623e-11,6.554999743002554e-07,6.554699893968063e-07
Lead stearate [2M+H]+,Lead stearate,,C12H30N2O6,C12H31N2O6,dimer_protonated,298.2103866891,298.21038668906,299.21821168906,298.21038799999997,299.218213,1.0078249999600075,1.0078263108999863,1.3109399787936127e-06
Triethanolamine [M+H]+,Triethanolamine,,C6H15NO3,C6H16NO3,protonated,150.1130183445,149.10519334453,150.11301834453,149.10519399999998,150.11301899999998,2.998490344907623e-11,6.554999743002554e-07,6.554699893968063e-07
Triethanolamine [M+NH4]+,Triethanolamine,,C6H15NO3,C6H19N2O3,ammoniated,167.1390163445,149.10519334453,167.13901634453,149.10519399999998,167.139017,3.001332515850663e-11,6.555000027219648e-07,6.554699893968063e-07
Triethanolamine [M+Na]+,Triethanolamine,,C6H15NO3,C6H15NNaO3,sodiated,172.0949623445,149.10519334453,172.09496234453,149.10519399999998,172.09496299999998,2.998490344907623e-11,6.554999743002554e-07,6.554699893968063e-07
Triethanolamine [M+K]+,Triethanolamine,,C6H15NO3,C6H15KNO3,potassiated,188.0689003445,149.10519334453,188.06890034453,149.10519399999998,188.06890099999998,2.998490344907623e-11,6.554999743002554e-07,6.554699893968063e-07
Triethanolamine [2M+H]+,Triethanolamine,,C12H30N2O6,C12H31N2O6,dimer_protonated,298.2103866891,298.21038668906,299.21821168906,298.21038799999997,299.218213,1.0078249999600075,1.0078263108999863,1.3109399787936127e-06
Triethanolamine [M-H2O+H]+,Triethanolamine,,C6H13NO2,C6H14NO2,dehydrated_protonated,131.0946286608,131.09462866082998,114.08680366082999,131.094629,114.086804,17.007824999970012,17.007824660799997,3.3917001474037534e-07
WPBG-027 fragment [M+H]+,WPBG-027 fragment,,C9H9NO2,C9H10NO2,protonated,164.0711535326,163.06332853255003,164.07115353255003,163.063329,164.071154,4.9965365178650245e-11,4.6740001380385365e-07,4.674499791690323e-07
WPBG-027 fragment [M+NH4]+,WPBG-027 fragment,,C9H9NO2,C9H13N2O2,ammoniated,181.0971515326,163.06332853255003,181.09715153255004,163.063329,181.09715200000002,4.9965365178650245e-11,4.6740001380385365e-07,4.674499791690323e-07
WPBG-027 fragment [M+Na]+,WPBG-027 fragment,,C9H9NO2,C9H9NNaO2,sodiated,186.0530975326,163.06332853255003,186.05309753255003,163.063329,186.053098,4.9965365178650245e-11,4.6740001380385365e-07,4.674499791690323e-07
WPBG-027 fragment [M+K]+,WPBG-027 fragment,,C9H9NO2,C9H9KNO2,potassiated,202.0270355326,163.06332853255003,202.02703553255003,163.063329,202.027036,4.9965365178650245e-11,4.6740001380385365e-07,4.674499791690323e-07
WPBG-027 fragment [2M+H]+,WPBG-027 fragment,,C18H18N2O4,C18H19N2O4,dimer_protonated,326.1266570651,326.12665706510006,327.1344820651001,326.126658,327.13448300000005,1.0078250000000821,1.0078259349000405,9.348999583380646e-07
Diphenylphosphine [M+H]+,Diphenylphosphine,,C12H11P,C12H12P,protonated,187.0676619828,186.05983698276998,187.06766198276998,186.059837,187.06766199999998,3.001332515850663e-11,1.7199994317707024e-08,1.723000764286553e-08
Diphenylphosphine [M+NH4]+,Diphenylphosphine,,C12H11P,C12H15NP,ammoniated,204.0936599828,186.05983698276998,204.09365998277,186.059837,204.09366,3.001332515850663e-11,1.7199994317707024e-08,1.723000764286553e-08
Diphenylphosphine [M+Na]+,Diphenylphosphine,,C12H11P,C12H11NaP,sodiated,209.0496059828,186.05983698276998,209.04960598276998,186.059837,209.04960599999998,3.001332515850663e-11,1.7199994317707024e-08,1.723000764286553e-08
Diphenylphosphine [M+K]+,Diphenylphosphine,,C12H11P,C12H11KP,potassiated,225.0235439828,186.05983698276998,225.02354398276998,186.059837,225.023544,3.001332515850663e-11,1.7199994317707024e-08,1.723000764286553e-08
Diphenylphosphine [2M+H]+,Diphenylphosphine,,C24H22P2,C24H23P2,dimer_protonated,372.1196739655,372.11967396553996,373.12749896554,372.119674,373.127499,1.0078250000399862,1.0078250345000015,3.446001528573106e-08
Diphenylphosphine oxide [M+H]+,Diphenylphosphine oxide,,C12H11OP,C12H12OP,protonated,203.0625766023,202.05475160233,203.06257660232998,202.05475199999998,203.06257699999998,2.998490344907623e-11,3.976999778387835e-07,3.9766999293533445e-07
Diphenylphosphine oxide [M+NH4]+,Diphenylphosphine oxide,,C12H11OP,C12H15NOP,ammoniated,220.0885746023,202.05475160233,220.08857460233,202.05475199999998,220.088575,2.998490344907623e-11,3.976999778387835e-07,3.9766999293533445e-07
Diphenylphosphine oxide [M+Na]+,Diphenylphosphine oxide,,C12H11OP,C12H11NaOP,sodiated,225.0445206023,202.05475160233,225.04452060232998,202.05475199999998,225.04452099999997,2.998490344907623e-11,3.976999778387835e-07,3.9766999293533445e-07
Diphenylphosphine oxide [M+K]+,Diphenylphosphine oxide,,C12H11OP,C12H11KOP,potassiated,241.0184586023,202.05475160233,241.01845860232999,202.05475199999998,241.01845899999998,2.998490344907623e-11,3.976999778387835e-07,3.9766999293533445e-07
Diphenylphosphine oxide [2M+H]+,Diphenylphosphine oxide,,C24H22O2P2,C24H23O2P2,dimer_protonated,404.1095032047,404.10950320466,405.11732820466,404.10950399999996,405.117329,1.0078249999600075,1.0078257952999934,7.953399858706689e-07
3-MPTMS [M+H]+,3-MPTMS,,C6H16O3SSi,C6H17O3SSi,protonated,197.0667669043,196.05894190429999,197.06676690429998,196.058943,197.066768,2.842170943040401e-14,1.095699985853571e-06,1.0957000142752804e-06
3-MPTMS [M+NH4]+,3-MPTMS,,C6H16O3SSi,C6H20NO3SSi,ammoniated,214.0927649043,196.05894190429999,214.0927649043,196.058943,214.092766,0.0,1.0957000142752804e-06,1.0957000142752804e-06
3-MPTMS [M+Na]+,3-MPTMS,,C6H16O3SSi,C6H16NaO3SSi,sodiated,219.0487109043,196.05894190429999,219.04871090429998,196.058943,219.048712,2.842170943040401e-14,1.095699985853571e-06,1.0957000142752804e-06
3-MPTMS [M+K]+,3-MPTMS,,C6H16O3SSi,C6H16KO3SSi,potassiated,235.0226489043,196.05894190429999,235.02264890429998,196.058943,235.02265,2.842170943040401e-14,1.095699985853571e-06,1.0957000142752804e-06
3-MPTMS [2M+H]+,3-MPTMS,,C12H32O6S2Si2,C12H33O6S2Si2,dimer_protonated,392.1178838086,392.11788380859997,393.1257088086,392.117886,393.125711,1.0078249999999684,1.007827191399997,2.191400028550561e-06
Diphenylphosphinic acid [M+H]+,Diphenylphosphinic acid,,C12H11O2P,C12H12O2P,protonated,219.0574912219,218.04966622189,219.05749122189,218.049667,219.057492,1.000444171950221e-11,7.781000022077933e-07,7.781100066495128e-07
Diphenylphosphinic acid [M+NH4]+,Diphenylphosphinic acid,,C12H11O2P,C12H15NO2P,ammoniated,236.0834892219,218.04966622189,236.08348922189,218.049667,236.08349,1.000444171950221e-11,7.781000022077933e-07,7.781100066495128e-07
Diphenylphosphinic acid [M+Na]+,Diphenylphosphinic acid,,C12H11O2P,C12H11NaO2P,sodiated,241.0394352219,218.04966622189,241.03943522189,218.049667,241.039436,1.000444171950221e-11,7.781000022077933e-07,7.781100066495128e-07
Diphenylphosphinic acid [M+K]+,Diphenylphosphinic acid,,C12H11O2P,C12H11KO2P,potassiated,257.0133732219,218.04966622189,257.01337322189,218.049667,257.013374,1.000444171950221e-11,7.781000022077933e-07,7.781100066495128e-07
Diphenylphosphinic acid [2M+H]+,Diphenylphosphinic acid,,C24H22O4P2,C24H23O4P2,dimer_protonated,436.0993324438,436.09933244378,437.10715744378,436.099334,437.107159,1.0078249999800164,1.0078265562000297,1.5562200132990256e-06
Lead oxide [M+H]+,Lead oxide,204Pb,PbO,HOPb,protonated,224.9793917196,223.97156671956,224.97939171956,223.971551,224.979376,3.998934516857844e-11,1.5719599986141475e-05,1.5719559996796306e-05
Lead oxide [M+NH4]+,Lead oxide,204Pb,PbO,H4NOPb,ammoniated,242.0053897196,223.97156671956,242.00538971956001,223.971551,242.00537400000002,3.998934516857844e-11,1.5719599986141475e-05,1.5719559996796306e-05
Lead oxide [M+Na]+,Lead oxide,204Pb,PbO,NaOPb,sodiated,246.9613357196,223.97156671956,246.96133571956,223.971551,246.96132,3.998934516857844e-11,1.5719599986141475e-05,1.5719559996796306e-05
Lead oxide [M+K]+,Lead oxide,204Pb,PbO,KOPb,potassiated,262.9352737196,223.97156671956,262.93527371956,223.971551,262.935258,4.001776687800884e-11,1.5719600014563184e-05,1.5719559996796306e-05
Lead oxide [2M+H]+,Lead oxide,204Pb,O2Pb2,HO2Pb2,dimer_protonated,447.9431334391,447.94313343912,448.95095843912003,447.943102,448.95092700000004,1.0078250000200342,1.0077935609000406,3.143911999359261e-05
Lead hydroxide [M+H]+,Lead hydroxide,204Pb,PbOH2,H3OPb,protonated,226.9950417837,225.9872167837,226.9950417837,225.987201,226.995026,0.0,1.5783700007432344e-05,1.5783700007432344e-05
Lead hydroxide [M+NH4]+,Lead hydroxide,204Pb,PbOH2,H6NOPb,ammoniated,244.0210397837,225.9872167837,244.02103978370002,225.987201,244.021024,2.842170943040401e-14,1.5783699979010635e-05,1.5783700007432344e-05
Lead hydroxide [M+Na]+,Lead hydroxide,204Pb,PbOH2,H2NaOPb,sodiated,248.9769857837,225.9872167837,248.9769857837,225.987201,248.97697,0.0,1.5783700007432344e-05,1.5783700007432344e-05
Lead hydroxide [M+K]+,Lead hydroxide,204Pb,PbOH2,H2KOPb,potassiated,264.9509237837,225.9872167837,264.9509237837,225.987201,264.950908,0.0,1.5783699950588925e-05,1.5783699950588925e-05
Lead hydroxide [2M+H]+,Lead hydroxide,204Pb,H4O2Pb2,H5O2Pb2,dimer_protonated,451.9744335674,451.9744335674,452.98225856740004,451.97440200000005,452.9822270000001,1.0078250000000253,1.0077934326000673,3.156739995802127e-05
PBG [M+H]+,PBG,,C14H17NO2,C14H18NO2,protonated,232.1337537891,231.12592878911,232.13375378911,231.125929,232.133754,9.976020010071807e-12,2.10899997910019e-07,2.1089002189000894e-07
PBG [M+NH4]+,PBG,,C14H17NO2,C14H21N2O2,ammoniated,249.1597517891,231.12592878911,249.15975178911,231.125929,249.15975200000003,1.000444171950221e-11,2.1090002633172844e-07,2.1089002189000894e-07
PBG [M+Na]+,PBG,,C14H17NO2,C14H17NNaO2,sodiated,254.1156977891,231.12592878911,254.11569778911,231.125929,254.115698,9.976020010071807e-12,2.10899997910019e-07,2.1089002189000894e-07
PBG [M+K]+,PBG,,C14H17NO2,C14H17KNO2,potassiated,270.0896357891,231.12592878911,270.08963578911,231.125929,270.08963600000004,1.000444171950221e-11,2.1090005475343787e-07,2.1089005031171837e-07
PBG [2M+H]+,PBG,,C28H34N2O4,C28H35N2O4,dimer_protonated,462.2518575782,462.25185757822,463.25968257822,462.251858,463.25968300000005,1.0078250000200342,1.007825421800078,4.217800437800179e-07
WPBG-027 [M+H]+,WPBG-027,,C14H17NO2,C14H18NO2,protonated,232.1337537891,231.12592878911,232.13375378911,231.125929,232.133754,9.976020010071807e-12,2.10899997910019e-07,2.1089002189000894e-07
WPBG-027 [M+NH4]+,WPBG-027,,C14H17NO2,C14H21N2O2,ammoniated,249.1597517891,231.12592878911,249.15975178911,231.125929,249.15975200000003,1.000444171950221e-11,2.1090002633172844e-07,2.1089002189000894e-07
WPBG-027 [M+Na]+,WPBG-027,,C14H17NO2,C14H17NNaO2,sodiated,254.1156977891,231.12592878911,254.11569778911,231.125929,254.115698,9.976020010071807e-12,2.10899997910019e-07,2.1089002189000894e-07
WPBG-027 [M+K]+,WPBG-027,,C14H17NO2,C14H17KNO2,potassiated,270.0896357891,231.12592878911,270.08963578911,231.125929,270.08963600000004,1.000444171950221e-11,2.1090005475343787e-07,2.1089005031171837e-07
WPBG-027 [2M+H]+,WPBG-027,,C28H34N2O4,C28H35N2O4,dimer_protonated,462.2518575782,462.25185757822,463.25968257822,462.251858,463.25968300000005,1.0078250000200342,1.007825421800078,4.217800437800179e-07
TBA+ [M+H]+,TBA+,,C16H36N,C16H37N,protonated,243.2926001593,242.28477515932,243.29260015932,242.284774,243.292599,1.9980461729574017e-11,1.1593000124321406e-06,1.1593199928938702e-06
TBA+ [M+NH4]+,TBA+,,C16H36N,C16H40N2,ammoniated,260.3185981593,242.28477515932,260.31859815932,242.284774,260.318597,2.000888343900442e-11,1.1592999840104312e-06,1.1593199928938702e-06
TBA+ [M+Na]+,TBA+,,C16H36N,C16H36NNa,sodiated,265.2745441593,242.28477515932,265.27454415932,242.284774,265.274543,2.000888343900442e-11,1.1592999840104312e-06,1.1593199928938702e-06
TBA+ [M+K]+,TBA+,,C16H36N,C16H36KN,potassiated,281.2484821593,242.28477515932,281.24848215932,242.284774,281.24848099999997,2.000888343900442e-11,1.15930004085385e-06,1.159320049737289e-06
TBA+ [2M+H]+,TBA+,,C32H72N2,C32H73N2,dimer_protonated,484.5695503186,484.56955031864,485.57737531864,484.569548,485.577373,1.0078250000399862,1.0078226814000004,2.3186399857877404e-06
1-Octadecene [M+H]+,1-Octadecene,,C18H36,C18H37,protonated,253.2895261545,252.28170115452,253.28952615452,252.2817,253.289525,1.9980461729574017e-11,1.1545000120349869e-06,1.1545199924967164e-06
1-Octadecene [M+NH4]+,1-Octadecene,,C18H36,C18H40N,ammoniated,270.3155241545,252.28170115452,270.31552415452,252.2817,270.315523,2.000888343900442e-11,1.1545000120349869e-06,1.1545200209184259e-06
1-Octadecene [M+Na]+,1-Octadecene,,C18H36,C18H36Na,sodiated,275.2714701545,252.28170115452,275.27147015452,252.2817,275.271469,2.000888343900442e-11,1.154499955191568e-06,1.154519964075007e-06
1-Octadecene [M+K]+,1-Octadecene,,C18H36,C18H36K,potassiated,291.2454081545,252.28170115452,291.24540815451996,252.2817,291.245407,1.9952040020143613e-11,1.1545000120349869e-06,1.154519964075007e-06
1-Octadecene [2M+H]+,1-Octadecene,,C36H72,C36H73,dimer_protonated,504.5634023090,504.56340230904,505.57122730904,504.5634,505.571225,1.0078250000399862,1.0078226910000012,2.309039984993433e-06
Palmitic acid - H2O [M+H]+,Palmitic acid - H2O,,C16H30O,C16H31O,protonated,239.2374905817,238.22966558166002,239.23749058166,238.22966499999998,239.23748999999998,3.998934516857844e-11,5.817000214847212e-07,5.816600321395526e-07
Palmitic acid - H2O [M+NH4]+,Palmitic acid - H2O,,C16H30O,C16H34NO,ammoniated,256.2634885817,238.22966558166002,256.26348858166,238.22966499999998,256.263488,4.001776687800884e-11,5.817000214847212e-07,5.816600037178432e-07
Palmitic acid - H2O [M+Na]+,Palmitic acid - H2O,,C16H30O,C16H30NaO,sodiated,261.2194345817,238.22966558166002,261.21943458166004,238.22966499999998,261.219434,3.9960923459148034e-11,5.817000214847212e-07,5.816600605612621e-07
Palmitic acid - H2O [M+K]+,Palmitic acid - H2O,,C16H30O,C16H30KO,potassiated,277.1933725817,238.22966558166002,277.19337258166,238.22966499999998,277.19337199999995,3.9960923459148034e-11,5.817000214847212e-07,5.816600605612621e-07
Palmitic acid - H2O [2M+H]+,Palmitic acid - H2O,,C32H60O2,C32H61O2,dimer_protonated,476.4593311633,476.45933116332003,477.46715616332006,476.45932999999997,477.467155,1.0078250000200342,1.0078238366999699,1.1633200642791053e-06
