compound,base_compound,isotope_info,neutral_formula,ion_formula,mass_type,calculated_mz,atomic_base_mass,atomic_mz,rdkit_base_mass,rdkit_mz,atomic_difference,rdkit_difference,method_difference
Palmitic acid [M+H]+,Palmitic acid,,C16H32O2,C16H33O2,protonated,257.2480552654,256.24023026536,257.24805526536005,256.24023,257.248055,3.9960923459148034e-11,2.6539998998487135e-07,2.653600290614122e-07
Palmitic acid [M+NH4]+,Palmitic acid,,C16H32O2,C16H36NO2,ammoniated,274.2740532654,256.24023026536,274.27405326536,256.24023,274.274053,4.001776687800884e-11,2.654000468282902e-07,2.653600290614122e-07
Palmitic acid [M+Na]+,Palmitic acid,,C16H32O2,C16H32NaO2,sodiated,279.2299992654,256.24023026536,279.22999926536005,256.24023,279.229999,3.9960923459148034e-11,2.6539998998487135e-07,2.653600290614122e-07
Palmitic acid [M+K]+,Palmitic acid,,C16H32O2,C16H32KO2,potassiated,295.2039372654,256.24023026536,295.20393726536,256.24023,295.203937,3.9960923459148034e-11,2.6539998998487135e-07,2.653600290614122e-07
Palmitic acid [2M+H]+,Palmitic acid,,C16H32O2,C32H65O4,dimer_protonated,256.2402302654,256.24023026536,257.24805526536005,256.24023,257.248055,1.0078249999600644,1.0078247346000353,2.653600290614122e-07
Palmitic acid [M-H2O+H]+,Palmitic acid,,C16H32O2,C16H31O,dehydrated_protonated,256.2402302654,256.24023026536,239.23240526536003,256.24023,239.232405,17.007825000039958,17.007825265399987,2.653600290614122e-07
Palmitic acid [M-CO2+H]+,Palmitic acid,,C16H32O2,C15H33,decarboxylated_protonated,256.2402302654,256.24023026536,212.25040126536004,256.24023,212.250401,43.98982900003995,43.989829265399976,2.653600290614122e-07
Diphenylphosphine selenide [M+H]+,Diphenylphosphine selenide,74Se,C12H11PSe,C12H12PSe,protonated,266.9841832828,265.97635828277,266.98418328277,265.976359,266.984184,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+NH4]+,Diphenylphosphine selenide,74Se,C12H11PSe,C12H15NPSe,ammoniated,284.0101812828,265.97635828277,284.01018128276996,265.976359,284.010182,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+Na]+,Diphenylphosphine selenide,74Se,C12H11PSe,C12H11NaPSe,sodiated,288.9661272828,265.97635828277,288.96612728277,265.976359,288.966128,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+K]+,Diphenylphosphine selenide,74Se,C12H11PSe,C12H11KPSe,potassiated,304.9400652828,265.97635828277,304.94006528277,265.976359,304.940066,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [2M+H]+,Diphenylphosphine selenide,74Se,C24H22PSe2,C24H23PSe2,dimer_protonated,500.9789549355,500.97895493554,501.98677993554,500.97895600000004,501.98678100000006,1.007825000040043,1.0078260645000796,1.064460036559467e-06
Diphenylphosphine selenide [M+H]+,Diphenylphosphine selenide,76Se,C12H11PSe,C12H12PSe,protonated,266.9841832828,265.97635828277,266.98418328277,265.976359,266.984184,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+NH4]+,Diphenylphosphine selenide,76Se,C12H11PSe,C12H15NPSe,ammoniated,284.0101812828,265.97635828277,284.01018128276996,265.976359,284.010182,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+Na]+,Diphenylphosphine selenide,76Se,C12H11PSe,C12H11NaPSe,sodiated,288.9661272828,265.97635828277,288.96612728277,265.976359,288.966128,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+K]+,Diphenylphosphine selenide,76Se,C12H11PSe,C12H11KPSe,potassiated,304.9400652828,265.97635828277,304.94006528277,265.976359,304.940066,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [2M+H]+,Diphenylphosphine selenide,76Se,C24H22PSe2,C24H23PSe2,dimer_protonated,500.9789549355,500.97895493554,501.98677993554,500.97895600000004,501.98678100000006,1.007825000040043,1.0078260645000796,1.064460036559467e-06
Diphenylphosphine selenide [M+H]+,Diphenylphosphine selenide,77Se,C12H11PSe,C12H12PSe,protonated,266.9841832828,265.97635828277,266.98418328277,265.976359,266.984184,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+NH4]+,Diphenylphosphine selenide,77Se,C12H11PSe,C12H15NPSe,ammoniated,284.0101812828,265.97635828277,284.01018128276996,265.976359,284.010182,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+Na]+,Diphenylphosphine selenide,77Se,C12H11PSe,C12H11NaPSe,sodiated,288.9661272828,265.97635828277,288.96612728277,265.976359,288.966128,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+K]+,Diphenylphosphine selenide,77Se,C12H11PSe,C12H11KPSe,potassiated,304.9400652828,265.97635828277,304.94006528277,265.976359,304.940066,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [2M+H]+,Diphenylphosphine selenide,77Se,C24H22PSe2,C24H23PSe2,dimer_protonated,500.9789549355,500.97895493554,501.98677993554,500.97895600000004,501.98678100000006,1.007825000040043,1.0078260645000796,1.064460036559467e-06
Diphenylphosphine selenide [M+H]+,Diphenylphosphine selenide,78Se,C12H11PSe,C12H12PSe,protonated,266.9841832828,265.97635828277,266.98418328277,265.976359,266.984184,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+NH4]+,Diphenylphosphine selenide,78Se,C12H11PSe,C12H15NPSe,ammoniated,284.0101812828,265.97635828277,284.01018128276996,265.976359,284.010182,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+Na]+,Diphenylphosphine selenide,78Se,C12H11PSe,C12H11NaPSe,sodiated,288.9661272828,265.97635828277,288.96612728277,265.976359,288.966128,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+K]+,Diphenylphosphine selenide,78Se,C12H11PSe,C12H11KPSe,potassiated,304.9400652828,265.97635828277,304.94006528277,265.976359,304.940066,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [2M+H]+,Diphenylphosphine selenide,78Se,C24H22PSe2,C24H23PSe2,dimer_protonated,500.9789549355,500.97895493554,501.98677993554,500.97895600000004,501.98678100000006,1.007825000040043,1.0078260645000796,1.064460036559467e-06
Diphenylphosphine selenide [M+H]+,Diphenylphosphine selenide,80Se,C12H11PSe,C12H12PSe,protonated,266.9841832828,265.97635828277,266.98418328277,265.976359,266.984184,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+NH4]+,Diphenylphosphine selenide,80Se,C12H11PSe,C12H15NPSe,ammoniated,284.0101812828,265.97635828277,284.01018128276996,265.976359,284.010182,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+Na]+,Diphenylphosphine selenide,80Se,C12H11PSe,C12H11NaPSe,sodiated,288.9661272828,265.97635828277,288.96612728277,265.976359,288.966128,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+K]+,Diphenylphosphine selenide,80Se,C12H11PSe,C12H11KPSe,potassiated,304.9400652828,265.97635828277,304.94006528277,265.976359,304.940066,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [2M+H]+,Diphenylphosphine selenide,80Se,C24H22PSe2,C24H23PSe2,dimer_protonated,500.9789549355,500.97895493554,501.98677993554,500.97895600000004,501.98678100000006,1.007825000040043,1.0078260645000796,1.064460036559467e-06
Diphenylphosphine selenide [M+H]+,Diphenylphosphine selenide,82Se,C12H11PSe,C12H12PSe,protonated,266.9841832828,265.97635828277,266.98418328277,265.976359,266.984184,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+NH4]+,Diphenylphosphine selenide,82Se,C12H11PSe,C12H15NPSe,ammoniated,284.0101812828,265.97635828277,284.01018128276996,265.976359,284.010182,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+Na]+,Diphenylphosphine selenide,82Se,C12H11PSe,C12H11NaPSe,sodiated,288.9661272828,265.97635828277,288.96612728277,265.976359,288.966128,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [M+K]+,Diphenylphosphine selenide,82Se,C12H11PSe,C12H11KPSe,potassiated,304.9400652828,265.97635828277,304.94006528277,265.976359,304.940066,3.001332515850663e-11,7.172000096034026e-07,7.172300229285611e-07
Diphenylphosphine selenide [2M+H]+,Diphenylphosphine selenide,82Se,C24H22PSe2,C24H23PSe2,dimer_protonated,500.9789549355,500.97895493554,501.98677993554,500.97895600000004,501.98678100000006,1.007825000040043,1.0078260645000796,1.064460036559467e-06
Linoleic acid [M+H]+,Linoleic acid,,C18H32O2,C18H35O2,protonated,281.2480552654,280.24023026536,281.24805526536005,280.24023,281.248055,3.9960923459148034e-11,2.6539998998487135e-07,2.653600290614122e-07
Linoleic acid [M+NH4]+,Linoleic acid,,C18H32O2,C18H38NO2,ammoniated,298.2740532654,280.24023026536,298.27405326536,280.24023,298.274053,4.001776687800884e-11,2.654000468282902e-07,2.653600290614122e-07
Linoleic acid [M+Na]+,Linoleic acid,,C18H32O2,C18H34NaO2,sodiated,303.2299992654,280.24023026536,303.22999926536005,280.24023,303.229999,3.9960923459148034e-11,2.6539998998487135e-07,2.653600290614122e-07
Linoleic acid [M+K]+,Linoleic acid,,C18H32O2,C18H34KO2,potassiated,319.2039372654,280.24023026536,319.20393726536,280.24023,319.203937,3.9960923459148034e-11,2.6539998998487135e-07,2.653600290614122e-07
Linoleic acid [2M+H]+,Linoleic acid,,C18H32O2,C36H69O4,dimer_protonated,280.2402302654,280.24023026536,281.24805526536005,280.24023,281.248055,1.0078249999600644,1.0078247346000353,2.653600290614122e-07
Linoleic acid [M-H2O+H]+,Linoleic acid,,C18H32O2,C18H33O,dehydrated_protonated,280.2402302654,280.24023026536,263.23240526536,280.24023,263.23240499999997,17.007825000039986,17.007825265400015,2.653600290614122e-07
Linoleic acid [M-CO2+H]+,Linoleic acid,,C18H32O2,C17H35,decarboxylated_protonated,280.2402302654,280.24023026536,236.25040126536004,280.24023,236.250401,43.98982900003995,43.989829265399976,2.653600290614122e-07
Oleic acid - H2O [M+H]+,Oleic acid - H2O,,C18H32O,C18H33O,protonated,265.2531406458,264.2453156458,265.25314064580004,264.245315,265.25314000000003,5.684341886080802e-14,6.457999575104623e-07,6.458000143538811e-07
Oleic acid - H2O [M+NH4]+,Oleic acid - H2O,,C18H32O,C18H36NO,ammoniated,282.2791386458,264.2453156458,282.2791386458,264.245315,282.279138,0.0,6.458000143538811e-07,6.458000143538811e-07
Oleic acid - H2O [M+Na]+,Oleic acid - H2O,,C18H32O,C18H32NaO,sodiated,287.2350846458,264.2453156458,287.23508464580004,264.245315,287.23508400000003,5.684341886080802e-14,6.457999575104623e-07,6.458000143538811e-07
Oleic acid - H2O [M+K]+,Oleic acid - H2O,,C18H32O,C18H32KO,potassiated,303.2090226458,264.2453156458,303.2090226458,264.245315,303.209022,0.0,6.458000143538811e-07,6.458000143538811e-07
Oleic acid - H2O [2M+H]+,Oleic acid - H2O,,C36H64O2,C36H65O2,dimer_protonated,528.4906312916,528.4906312916,529.4984562916001,528.49063,529.498455,1.0078250000000253,1.0078237083999966,1.2916000287077622e-06
Linoleic acid - H2O [M+H]+,Linoleic acid - H2O,,C18H30O,C18H31O,protonated,263.2374905817,262.22966558166,263.23749058166004,262.229665,263.23749000000004,3.9960923459148034e-11,5.816999646413024e-07,5.816600037178432e-07
Linoleic acid - H2O [M+NH4]+,Linoleic acid - H2O,,C18H30O,C18H34NO,ammoniated,280.2634885817,262.22966558166,280.26348858166,262.229665,280.263488,4.001776687800884e-11,5.817000214847212e-07,5.816600037178432e-07
Linoleic acid - H2O [M+Na]+,Linoleic acid - H2O,,C18H30O,C18H30NaO,sodiated,285.2194345817,262.22966558166,285.21943458166004,262.229665,285.21943400000004,3.9960923459148034e-11,5.816999646413024e-07,5.816600037178432e-07
Linoleic acid - H2O [M+K]+,Linoleic acid - H2O,,C18H30O,C18H30KO,potassiated,301.1933725817,262.22966558166,301.19337258166,262.229665,301.193372,3.9960923459148034e-11,5.816999646413024e-07,5.816600037178432e-07
Linoleic acid - H2O [2M+H]+,Linoleic acid - H2O,,C36H60O2,C36H61O2,dimer_protonated,524.4593311633,524.45933116332,525.46715616332,524.45933,525.467155,1.0078250000200342,1.0078238367000267,1.1633200074356864e-06
Palmitoleic acid [M+H]+,Palmitoleic acid,,C16H30O2,C18H35O2,protonated,255.2324052012,254.22458020122002,255.23240520122002,254.22458,255.232405,2.000888343900442e-11,2.012000095419353e-07,2.012200184253743e-07
Palmitoleic acid [M+NH4]+,Palmitoleic acid,,C16H30O2,C18H38NO2,ammoniated,272.2584032012,254.22458020122002,272.25840320122,254.22458,272.258403,2.000888343900442e-11,2.012000095419353e-07,2.012200184253743e-07
Palmitoleic acid [M+Na]+,Palmitoleic acid,,C16H30O2,C18H34NaO2,sodiated,277.2143492012,254.22458020122002,277.21434920122005,254.22458,277.214349,2.006572685786523e-11,2.0119995269851643e-07,2.012200184253743e-07
Palmitoleic acid [M+K]+,Palmitoleic acid,,C16H30O2,C18H34KO2,potassiated,293.1882872012,254.22458020122002,293.18828720122,254.22458,293.188287,2.000888343900442e-11,2.012000095419353e-07,2.012200184253743e-07
Palmitoleic acid [2M+H]+,Palmitoleic acid,,C16H30O2,C36H69O4,dimer_protonated,254.2245802012,254.22458020122002,255.23240520122002,254.22458,255.232405,1.0078250000200057,1.0078247987999873,2.012200184253743e-07
Stearic acid [M+H]+,Stearic acid,,C18H36O2,C18H37O2,protonated,285.2793553936,284.27153039364,285.27935539364,284.27153,285.279355,4.001776687800884e-11,3.9359997572319116e-07,3.9363999349006917e-07
Stearic acid [M+NH4]+,Stearic acid,,C18H36O2,C18H40NO2,ammoniated,302.3053533936,284.27153039364,302.30535339363996,284.27153,302.30535299999997,3.9960923459148034e-11,3.9360003256661e-07,3.9363999349006917e-07
Stearic acid [M+Na]+,Stearic acid,,C18H36O2,C18H36NaO2,sodiated,307.2612993936,284.27153039364,307.26129939364,284.27153,307.261299,4.001776687800884e-11,3.9359997572319116e-07,3.9363999349006917e-07
Stearic acid [M+K]+,Stearic acid,,C18H36O2,C18H36KO2,potassiated,323.2352373936,284.27153039364,323.23523739364,284.27153,323.235237,3.9960923459148034e-11,3.9360003256661e-07,3.9363999349006917e-07
Stearic acid [2M+H]+,Stearic acid,,C18H36O2,C36H73O4,dimer_protonated,284.2715303936,284.27153039364,285.27935539364,284.27153,285.279355,1.0078250000399862,1.0078246063999927,3.9363999349006917e-07
Stearic acid [M-H2O+H]+,Stearic acid,,C18H36O2,C18H35O,dehydrated_protonated,284.2715303936,284.27153039364,267.26370539363995,284.27153,267.26370499999996,17.007824999960064,17.007825393600058,3.9363999349006917e-07
Stearic acid [M-CO2+H]+,Stearic acid,,C18H36O2,C17H37,decarboxylated_protonated,284.2715303936,284.27153039364,240.28170139364,284.27153,240.281701,43.989828999960025,43.98982939360002,3.9363999349006917e-07
Stearic acid - H2O [M+H]+,Stearic acid - H2O,,C18H34O,C18H35O,protonated,267.2687907099,266.26096570993997,267.26879070994,266.260965,267.26879,4.001776687800884e-11,7.098999503796222e-07,7.099399681465002e-07
Stearic acid - H2O [M+NH4]+,Stearic acid - H2O,,C18H34O,C18H38NO,ammoniated,284.2947887099,266.26096570993997,284.29478870993995,266.260965,284.294788,3.9960923459148034e-11,7.09900007223041e-07,7.099399681465002e-07
Stearic acid - H2O [M+Na]+,Stearic acid - H2O,,C18H34O,C18H34NaO,sodiated,289.2507347099,266.26096570993997,289.25073470994,266.260965,289.250734,4.001776687800884e-11,7.098999503796222e-07,7.099399681465002e-07
Stearic acid - H2O [M+K]+,Stearic acid - H2O,,C18H34O,C18H34KO,potassiated,305.2246727099,266.26096570993997,305.22467270993997,266.260965,305.224672,3.9960923459148034e-11,7.09900007223041e-07,7.099399681465002e-07
Stearic acid - H2O [2M+H]+,Stearic acid - H2O,,C36H68O2,C36H69O2,dimer_protonated,532.5219314199,532.5219314198799,533.52975641988,532.52193,533.529755,1.0078249999799027,1.0078235800999664,1.4198799362930004e-06
Oleic acid [M+H]+,Oleic acid,,C18H34O2,C18H35O2,protonated,283.2637053295,282.2558803295,283.2637053295,282.25588,283.263705,0.0,3.2949998285403126e-07,3.2949998285403126e-07
Oleic acid [M+NH4]+,Oleic acid,,C18H34O2,C18H38NO2,ammoniated,300.2897033295,282.2558803295,300.28970332949996,282.25588,300.289703,5.684341886080802e-14,3.295000396974501e-07,3.2949998285403126e-07
Oleic acid [M+Na]+,Oleic acid,,C18H34O2,C18H34NaO2,sodiated,305.2456493295,282.2558803295,305.2456493295,282.25588,305.245649,0.0,3.2949998285403126e-07,3.2949998285403126e-07
Oleic acid [M+K]+,Oleic acid,,C18H34O2,C18H34KO2,potassiated,321.2195873295,282.2558803295,321.2195873295,282.25588,321.219587,0.0,3.2949998285403126e-07,3.2949998285403126e-07
Oleic acid [2M+H]+,Oleic acid,,C18H34O2,C36H69O4,dimer_protonated,282.2558803295,282.2558803295,283.2637053295,282.25588,283.263705,1.0078250000000253,1.0078246705000424,3.2949998285403126e-07
Oleic acid [M-H2O+H]+,Oleic acid,,C18H34O2,C18H33O,dehydrated_protonated,282.2558803295,282.2558803295,265.24805532949995,282.25588,265.24805499999997,17.007825000000025,17.007825329500008,3.2949998285403126e-07
Oleic acid [M-CO2+H]+,Oleic acid,,C18H34O2,C17H35,decarboxylated_protonated,282.2558803295,282.2558803295,238.2660513295,282.25588,238.266051,43.989828999999986,43.98982932949997,3.2949998285403126e-07
Lead acetate [M+H]+,Lead acetate,204Pb,PbC4H6O4,C4H7O4Pb,protonated,327.0110857707,326.00326077065995,327.01108577066,326.00324600000005,327.0110710000001,4.001776687800884e-11,1.4770699920063635e-05,1.4770659902296757e-05
Lead acetate [M+NH4]+,Lead acetate,204Pb,PbC4H6O4,C4H10NO4Pb,ammoniated,344.0370837707,326.00326077065995,344.03708377065993,326.00324600000005,344.03706900000003,4.007461029686965e-11,1.4770699976907053e-05,1.4770659902296757e-05
Lead acetate [M+Na]+,Lead acetate,204Pb,PbC4H6O4,C4H6NaO4Pb,sodiated,348.9930297707,326.00326077065995,348.99302977066,326.00324600000005,348.99301500000007,4.001776687800884e-11,1.4770699920063635e-05,1.4770659902296757e-05
Lead acetate [M+K]+,Lead acetate,204Pb,PbC4H6O4,C4H6KO4Pb,potassiated,364.9669677707,326.00326077065995,364.96696777065995,326.00324600000005,364.96695300000005,4.007461029686965e-11,1.4770699976907053e-05,1.4770659902296757e-05
Lead acetate [2M+H]+,Lead acetate,204Pb,C8H12O8Pb2,C8H13O8Pb2,dimer_protonated,652.0065215413,652.00652154132,653.01434654132,652.006492,653.014317,1.0078250000200342,1.0077954587000022,2.954132003196719e-05
TOP [M+H]+,TOP,,C24H51P,C24H52P,protonated,371.3806632656,370.37283826557,371.38066326557004,370.372837,371.38066200000003,2.9956481739645824e-11,1.2655999626076664e-06,1.2655700061259267e-06
TOP [M+NH4]+,TOP,,C24H51P,C24H55NP,ammoniated,388.4066612656,370.37283826557,388.40666126557,370.372837,388.40666,3.001332515850663e-11,1.2656000194510852e-06,1.2655700061259267e-06
TOP [M+Na]+,TOP,,C24H51P,C24H51NaP,sodiated,393.3626072656,370.37283826557,393.36260726557003,370.372837,393.362606,2.9956481739645824e-11,1.2655999626076664e-06,1.2655700061259267e-06
TOP [M+K]+,TOP,,C24H51P,C24H51KP,potassiated,409.3365452656,370.37283826557,409.33654526557,370.372837,409.336544,3.001332515850663e-11,1.2656000194510852e-06,1.2655700061259267e-06
TOP [2M+H]+,TOP,,C48H102P2,C48H103P2,dimer_protonated,740.7456765311,740.74567653114,741.75350153114,740.745674,741.753499,1.007825000040043,1.0078224689000308,2.5311400122518535e-06
TOPO [M+H]+,TOPO,,C24H51OP,C24H52OP,protonated,387.3755778851,386.36775288513,387.37557788513004,386.367752,387.375577,3.007016857736744e-11,8.850999506648805e-07,8.851300208334578e-07
TOPO [M+NH4]+,TOPO,,C24H51OP,C24H55NOP,ammoniated,404.4015758851,386.36775288513,404.40157588513,386.367752,404.401575,3.001332515850663e-11,8.851000075082993e-07,8.851300208334578e-07
TOPO [M+Na]+,TOPO,,C24H51OP,C24H51NaOP,sodiated,409.3575218851,386.36775288513,409.35752188513004,386.367752,409.357521,3.001332515850663e-11,8.851000075082993e-07,8.851300208334578e-07
TOPO [M+K]+,TOPO,,C24H51OP,C24H51KOP,potassiated,425.3314598851,386.36775288513,425.33145988513,386.367752,425.331459,3.001332515850663e-11,8.851000075082993e-07,8.851300208334578e-07
TOPO [2M+H]+,TOPO,,C48H102O2P2,C48H103O2P2,dimer_protonated,772.7355057703,772.73550577026,773.7433307702601,772.735504,773.743329,1.0078249999600075,1.0078232296999659,1.7702600416669156e-06
Trioctylphosphine selenide [M+H]+,Trioctylphosphine selenide,74Se,C24H51PSe,C24H52PSe,protonated,451.2971845656,450.28935956557,451.29718456557003,450.289359,451.297184,2.9956481739645824e-11,5.655999757436803e-07,5.655700192619406e-07
Trioctylphosphine selenide [M+NH4]+,Trioctylphosphine selenide,74Se,C24H51PSe,C24H55NPSe,ammoniated,468.3231825656,450.28935956557,468.32318256557,450.289359,468.323182,3.001332515850663e-11,5.656000325870991e-07,5.655700192619406e-07
Trioctylphosphine selenide [M+Na]+,Trioctylphosphine selenide,74Se,C24H51PSe,C24H51NaPSe,sodiated,473.2791285656,450.28935956557,473.27912856557003,450.289359,473.279128,2.9956481739645824e-11,5.655999757436803e-07,5.655700192619406e-07
Trioctylphosphine selenide [M+K]+,Trioctylphosphine selenide,74Se,C24H51PSe,C24H51KPSe,potassiated,489.2530665656,450.28935956557,489.25306656557,450.289359,489.253066,3.001332515850663e-11,5.656000325870991e-07,5.655700192619406e-07
