compound,base_compound,isotope_info,neutral_formula,ion_formula,mass_type,calculated_mz,atomic_base_mass,atomic_mz,rdkit_base_mass,rdkit_mz,atomic_difference,rdkit_difference,method_difference
Stearic acid [M-CO2+H]+,Stearic acid,,C18H36O2,C17H37,decarboxylated_protonated,284.2715303936,284.27153039364,240.28170139364,,,43.989828999960025,,
Stearic acid - H2O [M+H]+,Stearic acid - H2O,,C18H34O,C18H35O,protonated,267.2687907099,266.26096570993997,267.26879070994,,,4.001776687800884e-11,,
Stearic acid - H2O [M+NH4]+,Stearic acid - H2O,,C18H34O,C18H38NO,ammoniated,284.2947887099,266.26096570993997,284.29478870993995,,,3.9960923459148034e-11,,
Stearic acid - H2O [M+Na]+,Stearic acid - H2O,,C18H34O,C18H34NaO,sodiated,289.2507347099,266.26096570993997,289.25073470994,,,4.001776687800884e-11,,
Stearic acid - H2O [M+K]+,Stearic acid - H2O,,C18H34O,C18H34KO,potassiated,305.2246727099,266.26096570993997,305.22467270993997,,,3.9960923459148034e-11,,
Stearic acid - H2O [2M+H]+,Stearic acid - H2O,,C36H68O2,C36H69O2,dimer_protonated,532.5219314199,532.5219314198799,533.52975641988,,,1.0078249999799027,,
Oleic acid [M+H]+,Oleic acid,,C18H34O2,C18H35O2,protonated,283.2637053295,282.2558803295,283.2637053295,,,0.0,,
Oleic acid [M+NH4]+,Oleic acid,,C18H34O2,C18H38NO2,ammoniated,300.2897033295,282.2558803295,300.28970332949996,,,5.684341886080802e-14,,
Oleic acid [M+Na]+,Oleic acid,,C18H34O2,C18H34NaO2,sodiated,305.2456493295,282.2558803295,305.2456493295,,,0.0,,
Oleic acid [M+K]+,Oleic acid,,C18H34O2,C18H34KO2,potassiated,321.2195873295,282.2558803295,321.2195873295,,,0.0,,
Oleic acid [2M+H]+,Oleic acid,,C18H34O2,C36H69O4,dimer_protonated,282.2558803295,282.2558803295,283.2637053295,,,1.0078250000000253,,
Oleic acid [M-H2O+H]+,Oleic acid,,C18H34O2,C18H33O,dehydrated_protonated,282.2558803295,282.2558803295,265.24805532949995,,,17.007825000000025,,
Oleic acid [M-CO2+H]+,Oleic acid,,C18H34O2,C17H35,decarboxylated_protonated,282.2558803295,282.2558803295,238.2660513295,,,43.989828999999986,,
Lead acetate [M+H]+,Lead acetate,204Pb,PbC4H6O4,C4H7O4Pb,protonated,327.0110857707,326.00326077065995,327.01108577066,,,4.001776687800884e-11,,
Lead acetate [M+NH4]+,Lead acetate,204Pb,PbC4H6O4,C4H10NO4Pb,ammoniated,344.0370837707,326.00326077065995,344.03708377065993,,,4.007461029686965e-11,,
Lead acetate [M+Na]+,Lead acetate,204Pb,PbC4H6O4,C4H6NaO4Pb,sodiated,348.9930297707,326.00326077065995,348.99302977066,,,4.001776687800884e-11,,
Lead acetate [M+K]+,Lead acetate,204Pb,PbC4H6O4,C4H6KO4Pb,potassiated,364.9669677707,326.00326077065995,364.96696777065995,,,4.007461029686965e-11,,
Lead acetate [2M+H]+,Lead acetate,204Pb,C8H12O8Pb2,C8H13O8Pb2,dimer_protonated,652.0065215413,652.00652154132,653.01434654132,,,1.0078250000200342,,
TOP [M+H]+,TOP,,C24H51P,C24H52P,protonated,371.3806632656,370.37283826557,371.38066326557004,,,2.9956481739645824e-11,,
TOP [M+NH4]+,TOP,,C24H51P,C24H55NP,ammoniated,388.4066612656,370.37283826557,388.40666126557,,,3.001332515850663e-11,,
TOP [M+Na]+,TOP,,C24H51P,C24H51NaP,sodiated,393.3626072656,370.37283826557,393.36260726557003,,,2.9956481739645824e-11,,
TOP [M+K]+,TOP,,C24H51P,C24H51KP,potassiated,409.3365452656,370.37283826557,409.33654526557,,,3.001332515850663e-11,,
TOP [2M+H]+,TOP,,C48H102P2,C48H103P2,dimer_protonated,740.7456765311,740.74567653114,741.75350153114,,,1.007825000040043,,
TOPO [M+H]+,TOPO,,C24H51OP,C24H52OP,protonated,387.3755778851,386.36775288513,387.37557788513004,,,3.007016857736744e-11,,
TOPO [M+NH4]+,TOPO,,C24H51OP,C24H55NOP,ammoniated,404.4015758851,386.36775288513,404.40157588513,,,3.001332515850663e-11,,
TOPO [M+Na]+,TOPO,,C24H51OP,C24H51NaOP,sodiated,409.3575218851,386.36775288513,409.35752188513004,,,3.001332515850663e-11,,
TOPO [M+K]+,TOPO,,C24H51OP,C24H51KOP,potassiated,425.3314598851,386.36775288513,425.33145988513,,,3.001332515850663e-11,,
TOPO [2M+H]+,TOPO,,C48H102O2P2,C48H103O2P2,dimer_protonated,772.7355057703,772.73550577026,773.7433307702601,,,1.0078249999600075,,
Trioctylphosphine selenide [M+H]+,Trioctylphosphine selenide,74Se,C24H51PSe,C24H52PSe,protonated,451.2971845656,450.28935956557,451.29718456557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+NH4]+,Trioctylphosphine selenide,74Se,C24H51PSe,C24H55NPSe,ammoniated,468.3231825656,450.28935956557,468.32318256557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [M+Na]+,Trioctylphosphine selenide,74Se,C24H51PSe,C24H51NaPSe,sodiated,473.2791285656,450.28935956557,473.27912856557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+K]+,Trioctylphosphine selenide,74Se,C24H51PSe,C24H51KPSe,potassiated,489.2530665656,450.28935956557,489.25306656557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [2M+H]+,Trioctylphosphine selenide,74Se,C48H102PSe2,C48H103PSe2,dimer_protonated,869.6049575011,869.60495750114,870.61278250114,,,1.007825000040043,,
Trioctylphosphine selenide [M+H]+,Trioctylphosphine selenide,76Se,C24H51PSe,C24H52PSe,protonated,451.2971845656,450.28935956557,451.29718456557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+NH4]+,Trioctylphosphine selenide,76Se,C24H51PSe,C24H55NPSe,ammoniated,468.3231825656,450.28935956557,468.32318256557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [M+Na]+,Trioctylphosphine selenide,76Se,C24H51PSe,C24H51NaPSe,sodiated,473.2791285656,450.28935956557,473.27912856557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+K]+,Trioctylphosphine selenide,76Se,C24H51PSe,C24H51KPSe,potassiated,489.2530665656,450.28935956557,489.25306656557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [2M+H]+,Trioctylphosphine selenide,76Se,C48H102PSe2,C48H103PSe2,dimer_protonated,869.6049575011,869.60495750114,870.61278250114,,,1.007825000040043,,
Trioctylphosphine selenide [M+H]+,Trioctylphosphine selenide,77Se,C24H51PSe,C24H52PSe,protonated,451.2971845656,450.28935956557,451.29718456557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+NH4]+,Trioctylphosphine selenide,77Se,C24H51PSe,C24H55NPSe,ammoniated,468.3231825656,450.28935956557,468.32318256557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [M+Na]+,Trioctylphosphine selenide,77Se,C24H51PSe,C24H51NaPSe,sodiated,473.2791285656,450.28935956557,473.27912856557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+K]+,Trioctylphosphine selenide,77Se,C24H51PSe,C24H51KPSe,potassiated,489.2530665656,450.28935956557,489.25306656557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [2M+H]+,Trioctylphosphine selenide,77Se,C48H102PSe2,C48H103PSe2,dimer_protonated,869.6049575011,869.60495750114,870.61278250114,,,1.007825000040043,,
Trioctylphosphine selenide [M+H]+,Trioctylphosphine selenide,78Se,C24H51PSe,C24H52PSe,protonated,451.2971845656,450.28935956557,451.29718456557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+NH4]+,Trioctylphosphine selenide,78Se,C24H51PSe,C24H55NPSe,ammoniated,468.3231825656,450.28935956557,468.32318256557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [M+Na]+,Trioctylphosphine selenide,78Se,C24H51PSe,C24H51NaPSe,sodiated,473.2791285656,450.28935956557,473.27912856557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+K]+,Trioctylphosphine selenide,78Se,C24H51PSe,C24H51KPSe,potassiated,489.2530665656,450.28935956557,489.25306656557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [2M+H]+,Trioctylphosphine selenide,78Se,C48H102PSe2,C48H103PSe2,dimer_protonated,869.6049575011,869.60495750114,870.61278250114,,,1.007825000040043,,
TOPSe [M+H]+,TOPSe,,C24H51PSe,C24H52PSe,protonated,451.2971845656,450.28935956557,451.29718456557003,,,2.9956481739645824e-11,,
TOPSe [M+NH4]+,TOPSe,,C24H51PSe,C24H55NPSe,ammoniated,468.3231825656,450.28935956557,468.32318256557,,,3.001332515850663e-11,,
TOPSe [M+Na]+,TOPSe,,C24H51PSe,C24H51NaPSe,sodiated,473.2791285656,450.28935956557,473.27912856557003,,,2.9956481739645824e-11,,
TOPSe [M+K]+,TOPSe,,C24H51PSe,C24H51KPSe,potassiated,489.2530665656,450.28935956557,489.25306656557,,,3.001332515850663e-11,,
TOPSe [2M+H]+,TOPSe,,C48H102P2Se2,C48H103P2Se2,dimer_protonated,900.5787191311,900.57871913114,901.58654413114,,,1.007825000040043,,
Trioctylphosphine selenide [M+H]+,Trioctylphosphine selenide,80Se,C24H51PSe,C24H52PSe,protonated,451.2971845656,450.28935956557,451.29718456557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+NH4]+,Trioctylphosphine selenide,80Se,C24H51PSe,C24H55NPSe,ammoniated,468.3231825656,450.28935956557,468.32318256557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [M+Na]+,Trioctylphosphine selenide,80Se,C24H51PSe,C24H51NaPSe,sodiated,473.2791285656,450.28935956557,473.27912856557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+K]+,Trioctylphosphine selenide,80Se,C24H51PSe,C24H51KPSe,potassiated,489.2530665656,450.28935956557,489.25306656557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [2M+H]+,Trioctylphosphine selenide,80Se,C48H102PSe2,C48H103PSe2,dimer_protonated,869.6049575011,869.60495750114,870.61278250114,,,1.007825000040043,,
Trioctylphosphine selenide [M+H]+,Trioctylphosphine selenide,82Se,C24H51PSe,C24H52PSe,protonated,451.2971845656,450.28935956557,451.29718456557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+NH4]+,Trioctylphosphine selenide,82Se,C24H51PSe,C24H55NPSe,ammoniated,468.3231825656,450.28935956557,468.32318256557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [M+Na]+,Trioctylphosphine selenide,82Se,C24H51PSe,C24H51NaPSe,sodiated,473.2791285656,450.28935956557,473.27912856557003,,,2.9956481739645824e-11,,
Trioctylphosphine selenide [M+K]+,Trioctylphosphine selenide,82Se,C24H51PSe,C24H51KPSe,potassiated,489.2530665656,450.28935956557,489.25306656557,,,3.001332515850663e-11,,
Trioctylphosphine selenide [2M+H]+,Trioctylphosphine selenide,82Se,C48H102PSe2,C48H103PSe2,dimer_protonated,869.6049575011,869.60495750114,870.61278250114,,,1.007825000040043,,
Lead [M+H]+,Lead,204Pb,PbI2,HI2Pb,protonated,462.7934231000,461.7855981,462.79342310000004,,,5.684341886080802e-14,,
Lead [M+NH4]+,Lead,204Pb,PbI2,H4I2NPb,ammoniated,479.8194211000,461.7855981,479.8194211,,,0.0,,
Lead [M+Na]+,Lead,204Pb,PbI2,I2NaPb,sodiated,484.7753671000,461.7855981,484.77536710000004,,,5.684341886080802e-14,,
Lead [M+K]+,Lead,204Pb,PbI2,I2KPb,potassiated,500.7493051000,461.7855981,500.7493051,,,0.0,,
Lead [2M+H]+,Lead,204Pb,I4Pb2,HI4Pb2,dimer_protonated,923.5711962000,923.5711962,924.5790212,,,1.0078250000000253,,
Lead palmitate [M+H]+,Lead palmitate,,PbC32H62O4,C32H63O4Pb,protonated,719.4492875666,718.4414625665801,719.4492875665801,,,1.9895196601282805e-11,,
Lead palmitate [M+NH4]+,Lead palmitate,,PbC32H62O4,C32H66NO4Pb,ammoniated,736.4752855666,718.4414625665801,736.47528556658,,,1.9895196601282805e-11,,
Lead palmitate [M+Na]+,Lead palmitate,,PbC32H62O4,C32H62NaO4Pb,sodiated,741.4312315666,718.4414625665801,741.4312315665801,,,1.9895196601282805e-11,,
Lead palmitate [M+K]+,Lead palmitate,,PbC32H62O4,C32H62KO4Pb,potassiated,757.4051695666,718.4414625665801,757.4051695665801,,,1.9895196601282805e-11,,
Lead palmitate [2M+H]+,Lead palmitate,,C64H124O8Pb2,C64H125O8Pb2,dimer_protonated,1436.8829251332,1436.8829251331601,1437.89075013316,,,1.0078249999601212,,
Lead linoleate [M+H]+,Lead linoleate,204Pb,PbC36H62O4,C36H63O4Pb,protonated,767.4492875666,766.4414625665801,767.4492875665801,,,1.9895196601282805e-11,,
Lead linoleate [M+NH4]+,Lead linoleate,204Pb,PbC36H62O4,C36H66NO4Pb,ammoniated,784.4752855666,766.4414625665801,784.47528556658,,,1.9895196601282805e-11,,
Lead linoleate [M+Na]+,Lead linoleate,204Pb,PbC36H62O4,C36H62NaO4Pb,sodiated,789.4312315666,766.4414625665801,789.4312315665801,,,1.9895196601282805e-11,,
Lead linoleate [M+K]+,Lead linoleate,204Pb,PbC36H62O4,C36H62KO4Pb,potassiated,805.4051695666,766.4414625665801,805.4051695665801,,,1.9895196601282805e-11,,
Lead linoleate [2M+H]+,Lead linoleate,204Pb,C72H124O8Pb2,C72H125O8Pb2,dimer_protonated,1532.8829251332,1532.8829251331601,1533.89075013316,,,1.0078249999601212,,
Lead oleate [M+H]+,Lead oleate,204Pb,PbC36H66O4,C36H67O4Pb,protonated,771.4805876949,770.4727626948601,771.4805876948601,,,3.9904080040287226e-11,,
Lead oleate [M+NH4]+,Lead oleate,204Pb,PbC36H66O4,C36H70NO4Pb,ammoniated,788.5065856949,770.4727626948601,788.5065856948601,,,3.9904080040287226e-11,,
Lead oleate [M+Na]+,Lead oleate,204Pb,PbC36H66O4,C36H66NaO4Pb,sodiated,793.4625316949,770.4727626948601,793.4625316948601,,,3.9904080040287226e-11,,
Lead oleate [M+K]+,Lead oleate,204Pb,PbC36H66O4,C36H66KO4Pb,potassiated,809.4364696949,770.4727626948601,809.4364696948601,,,3.9904080040287226e-11,,
Lead oleate [2M+H]+,Lead oleate,204Pb,C72H132O8Pb2,C72H133O8Pb2,dimer_protonated,1540.9455253897,1540.9455253897202,1541.95335038972,,,1.0078250000201479,,
3-Mercaptopropylsilanetriol [M+H]+,3-Mercaptopropylsilanetriol,,C3H10O3SSi,C3H11O3SSi,protonated,155.0198167119,154.01199171188,155.01981671188,,,2.000888343900442e-11,,
3-Mercaptopropylsilanetriol [M+NH4]+,3-Mercaptopropylsilanetriol,,C3H10O3SSi,C3H14NO3SSi,ammoniated,172.0458147119,154.01199171188,172.04581471188,,,1.9980461729574017e-11,,
3-Mercaptopropylsilanetriol [M+Na]+,3-Mercaptopropylsilanetriol,,C3H10O3SSi,C3H10NaO3SSi,sodiated,177.0017607119,154.01199171188,177.00176071188,,,2.000888343900442e-11,,
3-Mercaptopropylsilanetriol [M+K]+,3-Mercaptopropylsilanetriol,,C3H10O3SSi,C3H10KO3SSi,potassiated,192.9756987119,154.01199171188,192.97569871188,,,2.000888343900442e-11,,
3-Mercaptopropylsilanetriol [2M+H]+,3-Mercaptopropylsilanetriol,,C6H20O6S2Si2,C6H21O6S2Si2,dimer_protonated,308.0239834238,308.02398342376,309.03180842376,,,1.0078249999600075,,
Hexamethylcyclotrisiloxane (D3) [M+H]+,Hexamethylcyclotrisiloxane (D3),,C6H18O3Si3,C6H19O3Si3,protonated,223.0641990334,222.05637403344,223.06419903344,,,3.998934516857844e-11,,
Hexamethylcyclotrisiloxane (D3) [M+NH4]+,Hexamethylcyclotrisiloxane (D3),,C6H18O3Si3,C6H22NO3Si3,ammoniated,240.0901970334,222.05637403344,240.09019703344,,,4.001776687800884e-11,,
Hexamethylcyclotrisiloxane (D3) [M+Na]+,Hexamethylcyclotrisiloxane (D3),,C6H18O3Si3,C6H18NaO3Si3,sodiated,245.0461430334,222.05637403344,245.04614303344,,,3.998934516857844e-11,,
Hexamethylcyclotrisiloxane (D3) [M+K]+,Hexamethylcyclotrisiloxane (D3),,C6H18O3Si3,C6H18KO3Si3,potassiated,261.0200810334,222.05637403344,261.02008103343996,,,3.9960923459148034e-11,,
Hexamethylcyclotrisiloxane (D3) [2M+H]+,Hexamethylcyclotrisiloxane (D3),,C12H36O6Si6,C12H37O6Si6,dimer_protonated,444.1127480669,444.11274806688,445.12057306688,,,1.0078249999800164,,
Octamethylcyclotetrasiloxane (D4) [M+H]+,Octamethylcyclotetrasiloxane (D4),,C8H24O4Si4,C8H25O4Si4,protonated,297.0829903779,296.07516537792,297.08299037792,,,2.000888343900442e-11,,
Octamethylcyclotetrasiloxane (D4) [M+NH4]+,Octamethylcyclotetrasiloxane (D4),,C8H24O4Si4,C8H28NO4Si4,ammoniated,314.1089883779,296.07516537792,314.10898837791996,,,1.9952040020143613e-11,,
Octamethylcyclotetrasiloxane (D4) [M+Na]+,Octamethylcyclotetrasiloxane (D4),,C8H24O4Si4,C8H24NaO4Si4,sodiated,319.0649343779,296.07516537792,319.06493437792,,,2.000888343900442e-11,,
Octamethylcyclotetrasiloxane (D4) [M+K]+,Octamethylcyclotetrasiloxane (D4),,C8H24O4Si4,C8H24KO4Si4,potassiated,335.0388723779,296.07516537792,335.03887237792,,,1.9952040020143613e-11,,
Octamethylcyclotetrasiloxane (D4) [2M+H]+,Octamethylcyclotetrasiloxane (D4),,C16H48O8Si8,C16H49O8Si8,dimer_protonated,592.1503307558,592.15033075584,593.15815575584,,,1.0078250000399294,,
Decamethylcyclopentasiloxane (D5) [M+H]+,Decamethylcyclopentasiloxane (D5),,C10H30O5Si5,C10H31O5Si5,protonated,371.1017817224,370.0939567224,371.1017817224,,,0.0,,
Decamethylcyclopentasiloxane (D5) [M+NH4]+,Decamethylcyclopentasiloxane (D5),,C10H30O5Si5,C10H34NO5Si5,ammoniated,388.1277797224,370.0939567224,388.12777972239996,,,5.684341886080802e-14,,
Decamethylcyclopentasiloxane (D5) [M+Na]+,Decamethylcyclopentasiloxane (D5),,C10H30O5Si5,C10H30NaO5Si5,sodiated,393.0837257224,370.0939567224,393.0837257224,,,0.0,,
Decamethylcyclopentasiloxane (D5) [M+K]+,Decamethylcyclopentasiloxane (D5),,C10H30O5Si5,C10H30KO5Si5,potassiated,409.0576637224,370.0939567224,409.0576637224,,,0.0,,
Decamethylcyclopentasiloxane (D5) [2M+H]+,Decamethylcyclopentasiloxane (D5),,C20H60O10Si10,C20H61O10Si10,dimer_protonated,740.1879134448,740.1879134448,741.1957384448,,,1.0078250000000253,,
Diethylene glycol [M+H]+,Diethylene glycol,,C4H10O3,C4H11O3,protonated,107.0708191794,106.06299417938,107.07081917938,,,2.000888343900442e-11,,
Diethylene glycol [M+NH4]+,Diethylene glycol,,C4H10O3,C4H14NO3,ammoniated,124.0968171794,106.06299417938,124.09681717938,,,2.000888343900442e-11,,
Diethylene glycol [M+Na]+,Diethylene glycol,,C4H10O3,C4H10NaO3,sodiated,129.0527631794,106.06299417938,129.05276317938,,,1.9980461729574017e-11,,
Diethylene glycol [M+K]+,Diethylene glycol,,C4H10O3,C4H10KO3,potassiated,145.0267011794,106.06299417938,145.02670117937998,,,2.000888343900442e-11,,
Diethylene glycol [2M+H]+,Diethylene glycol,,C8H20O6,C8H21O6,dimer_protonated,212.1259883588,212.12598835876,213.13381335876,,,1.0078249999600075,,
Diethylene glycol [M-H2O+H]+,Diethylene glycol,,C4H8O2,C4H9O2,dehydrated_protonated,88.0524294957,88.05242949568,71.04460449568,,,17.00782500001999,,
Triethylene glycol [M+H]+,Triethylene glycol,,C6H14O4,C6H15O4,protonated,151.0970339272,150.08920892722,151.09703392722,,,2.000888343900442e-11,,
Triethylene glycol [M+NH4]+,Triethylene glycol,,C6H14O4,C6H18NO4,ammoniated,168.1230319272,150.08920892722,168.12303192722,,,2.000888343900442e-11,,
Triethylene glycol [M+Na]+,Triethylene glycol,,C6H14O4,C6H14NaO4,sodiated,173.0789779272,150.08920892722,173.07897792722,,,2.000888343900442e-11,,
Triethylene glycol [M+K]+,Triethylene glycol,,C6H14O4,C6H14KO4,potassiated,189.0529159272,150.08920892722,189.05291592722,,,2.000888343900442e-11,,
Triethylene glycol [2M+H]+,Triethylene glycol,,C12H28O8,C12H29O8,dimer_protonated,300.1784178544,300.17841785444,301.18624285444,,,1.007825000040043,,
Triethylene glycol [M-H2O+H]+,Triethylene glycol,,C6H12O3,C6H13O3,dehydrated_protonated,132.0786442435,132.07864424352,115.07081924351999,,,17.007824999980016,,
TBA fragment C12H28N [M+H]+,TBA fragment C12H28N,,C12H28N,C12H29N,protonated,187.2299999028,186.22217490276,187.22999990276,,,3.998934516857844e-11,,
TBA fragment C12H28N [M+NH4]+,TBA fragment C12H28N,,C12H28N,C12H32N2,ammoniated,204.2559979028,186.22217490276,204.25599790276001,,,3.998934516857844e-11,,
TBA fragment C12H28N [M+Na]+,TBA fragment C12H28N,,C12H28N,C12H28NNa,sodiated,209.2119439028,186.22217490276,209.21194390276,,,3.998934516857844e-11,,
TBA fragment C12H28N [M+K]+,TBA fragment C12H28N,,C12H28N,C12H28KN,potassiated,225.1858819028,186.22217490276,225.18588190276,,,3.998934516857844e-11,,
TBA fragment C12H28N [2M+H]+,TBA fragment C12H28N,,C24H56N2,C24H57N2,dimer_protonated,372.4443498055,372.44434980552,373.45217480552003,,,1.0078250000200342,,
TBA fragment C6H14N [M+H]+,TBA fragment C6H14N,,C6H14N,C6H15N,protonated,101.1204494538,100.11262445378,101.12044945378,,,2.000888343900442e-11,,
TBA fragment C6H14N [M+NH4]+,TBA fragment C6H14N,,C6H14N,C6H18N2,ammoniated,118.1464474538,100.11262445378,118.14644745378,,,1.999467258428922e-11,,
TBA fragment C6H14N [M+Na]+,TBA fragment C6H14N,,C6H14N,C6H14NNa,sodiated,123.1023934538,100.11262445378,123.10239345378,,,2.000888343900442e-11,,
TBA fragment C6H14N [M+K]+,TBA fragment C6H14N,,C6H14N,C6H14KN,potassiated,139.0763314538,100.11262445378,139.07633145378,,,2.000888343900442e-11,,
TBA fragment C6H14N [2M+H]+,TBA fragment C6H14N,,C12H28N2,C12H29N2,dimer_protonated,200.2252489076,200.22524890756,201.23307390756,,,1.0078249999600075,,
